u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,speed_kph,travel_time,road_edge_id,original_u,original_v,original_key,original_osmid,road_node_u,road_node_v,bridge,tunnel,access,junction
35860251,35860252,0,42719498,trunk,4,,西四环南路,True,,False,38.38961126389674,"LINESTRING (116.2825624 39.8316871, 116.2823323 39.8319837)",72.99638989169675,1.8932799382966288,edge_004868,35860251,35860252,0,42719498,node_004235,node_004236,,,,
35860252,534246661,0,143803922,trunk_link,,,,True,,False,103.08748167109312,"LINESTRING (116.2823323 39.8319837, 116.2819289 39.8328575)",48.75,7.612614031096107,edge_004869,35860252,534246661,0,143803922,node_004236,node_004769,,,,
35860252,1869694478,0,"[143803940, 172431855, 152637106, 152637112, 143803933]",trunk,4,,西四环南路,True,,False,1148.0464259441146,"LINESTRING (116.2823323 39.8319837, 116.2820446 39.832395, 116.2818522 39.832705, 116.2817082 39.8329979, 116.2814997 39.8335382, 116.2814238 39.833794, 116.281343 39.834118, 116.281324 39.8341933, 116.2811092 39.8351251, 116.2809199 39.8360948, 116.2807715 39.8367335, 116.280591 39.8375721, 116.2803472 39.8386915, 116.2802142 39.8392545, 116.2801365 39.83962, 116.2800511 39.8399287, 116.2799583 39.8401932, 116.279868 39.8404326, 116.2798001 39.8406016, 116.2796706 39.8408489, 116.2794776 39.8411676, 116.2793011 39.84142, 116.2789533 39.8418958)",72.99638989169675,56.61878812816375,edge_004870,35860252,1869694478,0,"[143803940, 172431855, 152637106, 152637112, 143803933]",node_004236,node_000494,"['yes', 'viaduct']",,,
605269792,605269219,0,"[317916338, 210697668]","['primary_link', 'motorway_link']",,,,True,,False,364.04949464636485,"LINESTRING (116.555987 39.7471174, 116.5555995 39.7469778, 116.5550934 39.7467904, 116.5546477 39.7466116, 116.5541762 39.7463749, 116.5537518 39.7461757, 116.5532959 39.745988, 116.5521722 39.745691)",60.0,21.84296967878189,edge_004871,605269792,605269219,0,"[317916338, 210697668]",node_004237,node_004054,,,,
1361129253,324262752,0,1123075585,trunk,,,阜成路,True,G109,False,227.13971839406273,"LINESTRING (116.2761934 39.9229368, 116.2788566 39.9229028)",72.99638989169675,11.201964746911937,edge_004872,1361129253,324262752,0,1123075585,node_004238,node_002338,,,,
2099146538,336380069,0,"[114917267, 114917323]","['tertiary', 'trunk_link']",,,,True,,False,107.6751541459697,"LINESTRING (116.4272588 39.9073368, 116.4266517 39.907332, 116.426313 39.9072482, 116.4260281 39.9071777)",30.0,12.921018497516364,edge_004873,2099146538,336380069,0,"[114917267, 114917323]",node_004240,node_000058,,,,
1977839405,320643204,0,"[29150472, 187030010, 42746714, 187030004]",motorway,3,90,东五环,True,S50,False,622.32851394611,"LINESTRING (116.5388792 39.9065706, 116.5384445 39.9090844, 116.5383555 39.9096781, 116.538314 39.9099997, 116.5380787 39.9121322)",90.0,24.893140557844397,edge_004874,1977839405,320643204,0,"[29150472, 187030010, 42746714, 187030004]",node_004241,node_002758,yes,,,
1977839405,1977839543,0,1464754018,motorway_link,2,,,True,,False,761.6556538241626,"LINESTRING (116.5388792 39.9065706, 116.5388071 39.9085903, 116.5388794 39.9092576, 116.5388019 39.9096892, 116.5385361 39.9100397, 116.5379527 39.9101604, 116.5373358 39.9100515, 116.5366414 39.9097248, 116.5360452 39.9092556, 116.535531 39.9089376, 116.5348682 39.9086528)",51.666666666666664,53.07020039549005,edge_004875,1977839405,1977839543,0,1464754018,node_004241,node_004279,yes,,,
1361129263,1361129275,0,121651152,trunk_link,,,,True,,False,156.70640508732646,"LINESTRING (116.2632937 39.9230618, 116.2614662 39.9232096)",48.75,11.572165298756415,edge_004876,1361129263,1361129275,0,121651152,node_004242,node_004243,,,,
1361129263,1346474168,0,"[42372296, 119983705, 1013622722]",trunk,3,,阜石路,True,G109,False,4164.006351877358,"LINESTRING (116.2632937 39.9230618, 116.2616889 39.9230675, 116.2574194 39.9230799, 116.2529935 39.9230927, 116.2523064 39.9231066, 116.2518757 39.9231415, 116.2513634 39.9232145, 116.2509156 39.9232975, 116.2504758 39.9234093, 116.2498009 39.9236025, 116.2468629 39.9246528, 116.2443657 39.9255455, 116.2438364 39.9257004, 116.2433024 39.9258384, 116.242569 39.9259716, 116.2420797 39.926025, 116.2415005 39.9260428, 116.2409278 39.9260184, 116.2403975 39.9259758, 116.2399415 39.9259111, 116.239403 39.9258368, 116.2330601 39.9243817, 116.230466 39.9237533, 116.2297794 39.923613, 116.2293237 39.9235326, 116.228698 39.9234538, 116.2281762 39.9234132, 116.2276377 39.923388, 116.2270305 39.9233842, 116.2264086 39.923397, 116.2257056 39.9234295, 116.2230757 39.9236164, 116.2225228 39.9236377, 116.2221967 39.9236467, 116.2219002 39.9236482, 116.2215221 39.9236501, 116.2211902 39.9236415, 116.217736 39.9235186, 116.2167795 39.9235079, 116.2157006 39.9235101)",72.99638989169675,205.35841414896646,edge_004877,1361129263,1346474168,0,"[42372296, 119983705, 1013622722]",node_004242,node_001354,viaduct,,,
9816551245,12968903053,0,252635135,trunk,2,,广安路,False,G107,False,185.31207564311896,"LINESTRING (116.29467 39.8789429, 116.2953597 39.8791532, 116.2954294 39.8791805, 116.2957977 39.8793422, 116.2966265 39.8796608)",72.99638989169675,9.139129665248182,edge_004878,9816551245,12968903053,0,252635135,node_004244,node_000126,,,,
9816551245,1226512193,0,252635135,trunk,2,,广安路,False,G107,True,389.7124965023533,"LINESTRING (116.29467 39.8789429, 116.2919636 39.8781174, 116.2910809 39.8778703, 116.2904763 39.8777306, 116.2903971 39.8777099)",72.99638989169675,19.21964893729707,edge_004879,9816551245,1226512193,0,252635135,node_004244,node_001961,,,,
266252113,605808882,0,"[128620729, 128620731, 128620735]",motorway,3,100,北五环,True,S50,False,2665.4079615526553,"LINESTRING (116.2580646 40.0019439, 116.2585726 40.0020214, 116.2594937 40.0022055, 116.2602482 40.0024047, 116.2609913 40.0026683, 116.2616701 40.0029803, 116.2618992 40.0031014, 116.2622921 40.0033182, 116.2626065 40.0035236, 116.2628141 40.0036665, 116.2630949 40.003893, 116.2633576 40.0041147, 116.2636751 40.004422, 116.2638627 40.0046106, 116.2640275 40.0047967, 116.2642058 40.0050097, 116.2644135 40.0052913, 116.2646829 40.0057037, 116.2650182 40.0062861, 116.2653586 40.006916, 116.2656252 40.0073722, 116.2658795 40.0077821, 116.2660146 40.0079837, 116.2662349 40.0082761, 116.2665157 40.0086228, 116.2667362 40.0088477, 116.2670103 40.0090992, 116.2672651 40.0093076, 116.2676246 40.0095741, 116.2678806 40.0097461, 116.2681109 40.0098854, 116.2684785 40.0100846, 116.2686615 40.0101663, 116.2691745 40.0103813, 116.2697947 40.0105741, 116.2704672 40.010741, 116.2706634 40.0107866, 116.2711705 40.0108844, 116.2719013 40.0109848, 116.2721826 40.0110185, 116.2735481 40.0111825, 116.2838285 40.012367)",100.0,95.9546866158956,edge_004880,266252113,605808882,0,"[128620729, 128620731, 128620735]",node_004245,node_003646,viaduct,,,
12094435157,1941971326,0,334736614,motorway_link,,,,True,,False,180.11571570248438,"LINESTRING (116.1542351 39.7736631, 116.1538662 39.773586, 116.1536873 39.7735698, 116.1535047 39.773562, 116.152827 39.7735627, 116.1521451 39.7735166)",51.666666666666664,12.549998255398911,edge_004881,12094435157,1941971326,0,334736614,node_004246,node_002851,,,,
12094435157,12094435161,0,1305856423,motorway_link,,,,True,,False,241.88932025483754,"LINESTRING (116.1542351 39.7736631, 116.1537629 39.7736478, 116.1534174 39.7736349, 116.1525998 39.7736527, 116.1518659 39.7736775, 116.1514069 39.7736904)",51.666666666666664,16.854223604853196,edge_004882,12094435157,12094435161,0,1305856423,node_004246,node_004247,,,,
1361129307,1891399751,0,119983705,trunk,3,,阜石路,True,G109,False,101.58066894858395,"LINESTRING (116.2128029 39.9234872, 116.2116117 39.9234854)",72.99638989169675,5.0097053944375824,edge_004883,1361129307,1891399751,0,119983705,node_004248,node_005157,,,,
1361129307,528978841,0,121649193,trunk_link,,,,True,,False,49.46691672775964,"LINESTRING (116.2128029 39.9234872, 116.2125093 39.9235941, 116.2122659 39.9236526)",48.75,3.652941542973019,edge_004884,1361129307,528978841,0,121649193,node_004248,node_001681,,,,
1942597477,1356069577,0,"[186748141, 186748142]",trunk_link,,,,True,,False,39.3383007643025,"LINESTRING (116.4501935 39.9556448, 116.4502115 39.9555741, 116.4502094 39.9555214, 116.4501885 39.9554817, 116.4501323 39.9554479, 116.450061 39.9554314, 116.4499641 39.9554279)",48.75,2.904982210286954,edge_004885,1942597477,1356069577,0,"[186748141, 186748142]",node_004249,node_005423,,,,
12094435180,12094435181,0,1305856429,trunk_link,,,,True,,False,179.92342037994004,"LINESTRING (116.1399397 39.7736661, 116.1411082 39.773636, 116.1417348 39.7736256, 116.1420269 39.773704)",48.75,13.286652581903265,edge_004886,12094435180,12094435181,0,1305856429,node_004250,node_004253,,,,
1361129325,1361129407,0,237953303,trunk,,,蓝靛厂南路,True,,False,207.81867560191998,"LINESTRING (116.2914766 39.9237536, 116.2914578 39.9256225)",72.99638989169675,10.249099075679258,edge_004887,1361129325,1361129407,0,237953303,node_004251,node_004282,,,,
1361129325,1361129335,0,620715240,trunk_link,,,,True,,False,20.288370472444733,"LINESTRING (116.2914766 39.9237536, 116.2915933 39.9239126)",48.75,1.4982181271959187,edge_004888,1361129325,1361129335,0,620715240,node_004251,node_004258,,,,
9794727790,9794727796,0,42415356,trunk,,,南苑路,True,G104;G105,False,12.194454917549582,"LINESTRING (116.394228 39.8441117, 116.394233 39.8440021)",72.99638989169675,0.601400120859567,edge_004889,9794727790,9794727796,0,42415356,node_004252,node_004257,,,,
12094435181,12553658628,0,1248732699,trunk,2,80,京良路,True,,False,85.058601712011,"LINESTRING (116.1420269 39.773704, 116.1430216 39.7736779)",80.0,3.827637077040495,edge_004890,12094435181,12553658628,0,1248732699,node_004253,node_002808,,,,
12094435182,12553658646,0,"[1248732700, 1248732701, 1262661230]",trunk,2,80,京良路,True,,False,973.5861761304805,"LINESTRING (116.1422737 39.7738626, 116.1384383 39.7739313, 116.1373196 39.7739645, 116.1355924 39.7740222, 116.134089 39.7740723, 116.1308908 39.7741993)",80.0,43.81137792587162,edge_004891,12094435182,12553658646,0,"[1248732700, 1248732701, 1262661230]",node_004254,node_002820,yes,,,
12094435182,12094435183,0,1305856430,trunk_link,,,,True,,False,170.30938746595484,"LINESTRING (116.1422737 39.7738626, 116.1419458 39.7739296, 116.1402954 39.7740077)",48.75,12.576693228255126,edge_004892,12094435182,12094435183,0,1305856430,node_004254,node_004255,,,,
9951113072,1940022430,0,183597924,motorway_link,,,,True,,False,105.723389667308,"LINESTRING (116.1361625 39.7520569, 116.1364011 39.7525862, 116.1365707 39.7529544)",51.666666666666664,7.366532957464042,edge_004893,9951113072,1940022430,0,183597924,node_004256,node_003226,,,,
9794727796,2453767258,0,42415356,trunk,,,南苑路,True,G104;G105,False,316.1551106357847,"LINESTRING (116.394233 39.8440021, 116.3943628 39.8411606)",72.99638989169675,15.591982014144635,edge_004894,9794727796,2453767258,0,42415356,node_004257,node_000333,,,,
1361129335,2426918319,0,186109734,trunk_link,,,,True,,False,149.70996779663028,"LINESTRING (116.2915933 39.9239126, 116.2916893 39.9239618, 116.2917821 39.9239846, 116.2918649 39.9239846, 116.2919477 39.9239668, 116.2919982 39.9239331, 116.292033 39.9238884, 116.2920556 39.9237937, 116.2920226 39.9229401)",48.75,11.055505314212699,edge_004895,1361129335,2426918319,0,186109734,node_004258,node_001810,,,,
9794727799,9794771576,0,106996959,trunk,,,南苑路,True,G104;G105,False,16.21480374741636,"LINESTRING (116.3945946 39.8440165, 116.3945868 39.8441622)",72.99638989169675,0.7996737041010681,edge_004896,9794727799,9794771576,0,106996959,node_004259,node_002269,,,,
331149176,9379117120,0,190444058,trunk,,,阜成门外大街,True,G109,False,215.81113925811445,"LINESTRING (116.3382744 39.9220362, 116.338116 39.922031, 116.335918 39.9219509, 116.3357464 39.9219473)",72.99638989169675,10.643267461334904,edge_004897,331149176,9379117120,0,190444058,node_004260,node_005152,,,,
9702207361,76440376,0,"[983612458, 983612459, 1055883598]",trunk_link,,,,True,,False,117.67792318724827,"LINESTRING (116.3841659 39.87062, 116.3841702 39.870593, 116.384177 39.8705515, 116.3841843 39.8702735, 116.3841643 39.8701958, 116.3841306 39.8701516, 116.3840813 39.8701168, 116.3840298 39.8700945, 116.3839712 39.8700822, 116.3836274 39.8700598, 116.3834208 39.8699917)",48.75,8.69006201998141,edge_004899,9702207361,76440376,0,"[983612458, 983612459, 1055883598]",node_004262,node_003028,yes,,,
1583230856,733967206,0,727628432,trunk,,,建国门内大街,True,,False,271.5531394694933,"LINESTRING (116.4228719 39.9069827, 116.4234868 39.9069922, 116.4260549 39.9070319)",72.99638989169675,13.392323970275903,edge_004900,1583230856,733967206,0,727628432,node_004263,node_004610,,,,
12905951113,1226801299,0,106648473,motorway,3,,京平高速,True,,False,350.41253132060876,"LINESTRING (116.5382934 40.0388385, 116.5373153 40.0388566, 116.5357901 40.0389015, 116.5341813 40.0389716)",103.4102564102564,12.19883942410451,edge_004901,12905951113,1226801299,0,106648473,node_004264,node_000053,yes,,,
12905951113,12905951124,0,1394170209,trunk,,,,True,,False,1655.8707304132759,"LINESTRING (116.5382934 40.0388385, 116.5371121 40.0389716, 116.5354559 40.0391235, 116.5346375 40.039218, 116.5338275 40.0393292, 116.5333747 40.0394149, 116.5329408 40.0395164, 116.5325499 40.0396194, 116.5321787 40.0397556, 116.5318712 40.0398741, 116.5315797 40.0400261, 116.5311866 40.040278, 116.5308423 40.0405602, 116.5305983 40.0408006, 116.5304054 40.0410152, 116.5299429 40.0415944, 116.529758 40.0417853, 116.5296322 40.0418775, 116.5294798 40.0419534, 116.529296 40.0420277, 116.5290624 40.0420612, 116.5287937 40.0420782, 116.5285854 40.0420654, 116.5283817 40.0420134, 116.5282204 40.0419403, 116.5280067 40.041823, 116.5278805 40.0416933, 116.5274695 40.0408901, 116.5265773 40.0391012, 116.5260273 40.0376014, 116.5258315 40.0371287, 116.5256033 40.0366684, 116.5254712 40.0363517)",72.99638989169675,81.66341703106423,edge_004902,12905951113,12905951124,0,1394170209,node_004264,node_004266,yes,,,
3010473866,906474205,0,169678235,motorway_link,,,,True,,False,333.7876383988406,"LINESTRING (116.5820309 40.0584867, 116.5820693 40.0584208, 116.582083 40.0583865, 116.5820897 40.0583461, 116.5820821 40.0582303, 116.5820824 40.0581977, 116.5820951 40.0581572, 116.5821205 40.0581219, 116.5821856 40.0580466, 116.5835999 40.0563799, 116.5837053 40.0562512, 116.583786 40.0561446, 116.5838172 40.0560885, 116.5838359 40.0560324, 116.5838817 40.0558856)",51.666666666666664,23.257461256177283,edge_004903,3010473866,906474205,0,169678235,node_004265,node_004532,,,,
12905951124,13255391576,0,"[1444641248, 1444641250]",trunk,,,京密快速,True,G101;G111,False,860.4867451270982,"LINESTRING (116.5254712 40.0363517, 116.5239804 40.0341648, 116.5228645 40.0325568, 116.5207726 40.0295003)",72.99638989169675,42.437061436238494,edge_004904,12905951124,13255391576,0,"[1444641248, 1444641250]",node_004266,node_005294,yes,,,
533606292,533606448,0,42661908,trunk_link,,,,True,,False,37.49369912198653,"LINESTRING (116.4321752 39.9672481, 116.4317473 39.9673265)",48.75,2.7687654736236205,edge_004905,533606292,533606448,0,42661908,node_004267,node_004318,,,,
12905951129,2575647166,0,"[1272213136, 1272217937]",trunk,2,,京密路,True,G101;G111,False,323.6736148582402,"LINESTRING (116.4564818 39.9649208, 116.4541653 39.962894, 116.453985 39.9627275)",72.99638989169675,15.96277590191084,edge_004906,12905951129,2575647166,0,"[1272213136, 1272217937]",node_004268,node_000143,,,,
12905951132,13051877751,0,"[1412426568, 1394170211]",trunk,,,京密快速,True,G101;G111,False,1656.0326414633862,"LINESTRING (116.4569323 39.9651861, 116.4585283 39.9666402, 116.4609023 39.9687959, 116.469434 39.9765882)",72.99638989169675,81.67140208047917,edge_004907,12905951132,13051877751,0,"[1412426568, 1394170211]",node_004269,node_002188,yes,,,
12905951135,12905951147,0,1394170212,motorway_link,,,,True,,False,1100.2671884127512,"LINESTRING (116.5255964 40.0362905, 116.5258938 40.036514, 116.5264251 40.0372128, 116.5272824 40.0383342, 116.5274525 40.0385126, 116.5276129 40.0386607, 116.5277791 40.0387651, 116.5281175 40.0389183, 116.5283867 40.0389917, 116.5285891 40.0390117, 116.5288564 40.0390262, 116.529141 40.0390107, 116.5297041 40.0389404, 116.5311461 40.0387349, 116.5317197 40.0386544, 116.5322554 40.0385998, 116.5331179 40.0385869, 116.5341434 40.0386206, 116.5355365 40.0386525, 116.5366511 40.0387323)",51.666666666666664,76.6637782894046,edge_004908,12905951135,12905951147,0,1394170212,node_004270,node_004274,yes,,,
12905951135,13324274201,0,"[1452873753, 1412426565]",trunk,,,京密快速,True,G101;G111,False,3477.766641964991,"LINESTRING (116.5255964 40.0362905, 116.5269522 40.0384348, 116.5274029 40.039228, 116.5283268 40.04112, 116.5292183 40.0429532, 116.5314653 40.0475422, 116.5326177 40.0498431, 116.5337134 40.0514772, 116.5346139 40.052461, 116.5358524 40.0535094, 116.5367057 40.0541186, 116.5389693 40.0553873, 116.5401186 40.0559896, 116.5417684 40.0569248, 116.5461122 40.0605945, 116.5467649 40.0612428, 116.5474275 40.061846)",72.99638989169675,171.51478216456425,edge_004909,12905951135,13324274201,0,"[1452873753, 1412426565]",node_004270,node_000780,yes,,,
9524211618,1194118072,0,"[408632033, 241089833, 219958986, 241089836, 241089837, 241089838, 241099824, 241089821, 241099794, 241089818, 408632028, 240898333, 241089823]",motorway,3,,北京-平谷高速公路,True,S32,False,4460.267428430826,"LINESTRING (116.7051174 40.0364951, 116.7061729 40.036286, 116.7144493 40.0345322, 116.7151728 40.0343769, 116.7305934 40.0310789, 116.7308127 40.031032, 116.7338291 40.0303868, 116.7348509 40.03019, 116.735882 40.0300117, 116.7372957 40.0297805, 116.7376771 40.0297266, 116.7387236 40.0295761, 116.7397414 40.0294464, 116.7407782 40.0293343, 116.7418281 40.0292356, 116.7428721 40.0291573, 116.7446165 40.0290499, 116.7461437 40.0289894, 116.7475046 40.0289615, 116.7481528 40.0289524, 116.7483095 40.0289531, 116.7495811 40.0289733, 116.7510645 40.0290108, 116.752847 40.0291024, 116.754597 40.0292323, 116.7562286 40.0294001)",103.4102564102564,155.2743731593573,edge_004910,9524211618,1194118072,0,"[408632033, 241089833, 219958986, 241089836, 241089837, 241089838, 241099824, 241089821, 241099794, 241089818, 408632028, 240898333, 241089823]",node_004271,node_000916,yes,,,
299233189,1359329420,0,"[121399154, 121399149, 1233785039]",motorway,3,,"['京藏高速', '健德桥']",True,G6;G110,False,770.3866829067983,"LINESTRING (116.3749924 39.9727209, 116.3751774 39.9742339, 116.3752189 39.974753, 116.3752288 39.9749756, 116.3752345 39.9752199, 116.3752285 39.975546, 116.3751761 39.9759607, 116.375144 39.976219, 116.3750813 39.9765571, 116.3750273 39.9768077, 116.3742542 39.9795686)",103.4102564102564,26.819313235833004,edge_004911,299233189,1359329420,0,"[121399154, 121399149, 1233785039]",node_004272,node_005195,yes,,,
12905951147,1226813885,0,"[154101712, 240893961, 106648478]",motorway,3,,"['京平高速', '温榆桥', '北京-平谷高速公路']",True,S32,False,2278.3637770485043,"LINESTRING (116.5366511 40.0387323, 116.5373038 40.0387184, 116.5388037 40.0387254, 116.5416465 40.038737, 116.5481665 40.0387849, 116.5493002 40.0387399, 116.549971 40.0386896, 116.5509629 40.0385822, 116.5517827 40.0384531, 116.5525453 40.0383159, 116.5543013 40.037884, 116.5597168 40.0362915, 116.5611937 40.0358598, 116.5626615 40.0353946)",103.4102564102564,79.31620984319615,edge_004912,12905951147,1226813885,0,"[154101712, 240893961, 106648478]",node_004274,node_004435,yes,,,
1977839531,320643934,0,23024001,motorway,3,,东五环,True,S50,False,562.9779843263452,"LINESTRING (116.5383428 39.9085709, 116.5386977 39.9065655, 116.5392745 39.9035587)",103.4102564102564,19.598836845876242,edge_004913,1977839531,320643934,0,23024001,node_004275,node_003049,yes,,,
124186540,1637646566,0,150926323,motorway,3,,北京-港澳高速公路,True,G4,False,781.0983588806907,"LINESTRING (116.2759307 39.8756, 116.2768187 39.8758906, 116.2778536 39.87618, 116.2788615 39.8764349, 116.2847054 39.8775612)",103.4102564102564,27.192216609682372,edge_004914,124186540,1637646566,0,150926323,node_004276,node_000073,,,,
9524211634,7631899660,0,"[1098805612, 1098805605]",motorway_link,2,,,True,,False,229.94999144061939,"LINESTRING (116.6984776 40.0357989, 116.6988061 40.0353132, 116.6990206 40.034821, 116.6991675 40.0343267, 116.6994434 40.0338788)",51.666666666666664,16.022321984249608,edge_004915,9524211634,7631899660,0,"[1098805612, 1098805605]",node_004277,node_000943,,,,
1977839543,6366985471,0,187029995,motorway_link,,,,True,,False,130.49785066184947,"LINESTRING (116.5348682 39.9086528, 116.5344716 39.9085734, 116.5341102 39.9085278, 116.5337026 39.9085092, 116.5333571 39.908511)",51.666666666666664,9.092753465470802,edge_004916,1977839543,6366985471,0,187029995,node_004279,node_005617,,,,
605368250,605367584,0,1318045376,motorway_link,,,,True,,False,165.05725235105092,"LINESTRING (116.3227243 39.6952014, 116.3228541 39.6948427, 116.3229379 39.6945359, 116.3229847 39.6941831, 116.3231605 39.6937603)",51.666666666666664,11.500763389621612,edge_004917,605368250,605367584,0,1318045376,node_004280,node_004076,,,,
605368252,605365901,0,"[205395330, 1318045379, 1318045387, 205395350, 205395325, 205395327]",motorway,2,,"['双龙桥', '南六环', '双源桥']",True,G4501,False,643.7720375837305,"LINESTRING (116.3222192 39.6985696, 116.3233158 39.6987402, 116.3243506 39.6989078, 116.3257146 39.6991321, 116.326421 39.6992391, 116.3267166 39.6992885, 116.327807 39.6994709, 116.3295904 39.6997316)",103.4102564102564,22.41150361437039,edge_004918,605368252,605365901,0,"[205395330, 1318045379, 1318045387, 205395350, 205395325, 205395327]",node_004281,node_003435,yes,,,
1361129407,1361129428,0,121651135,trunk_link,,,,True,,False,64.82473650690471,"LINESTRING (116.2914578 39.9256225, 116.2915691 39.9261992)",48.75,4.787057465125271,edge_004919,1361129407,1361129428,0,121651135,node_004282,node_004288,,,,
1361129407,1361129435,0,237953303,trunk,,,蓝靛厂南路,True,,False,233.4726988981683,"LINESTRING (116.2914578 39.9256225, 116.291359 39.9277208)",72.99638989169675,11.51429155990373,edge_004920,1361129407,1361129435,0,237953303,node_004282,node_004291,,,,
2328162245,1852486248,0,"[242254088, 759952989, 759952990]",motorway,,,京新高速,True,G7,False,1032.6883392965713,"LINESTRING (116.2889047 40.0694752, 116.291941 40.0641358, 116.292226 40.0636429, 116.2937716 40.0609677)",103.4102564102564,35.9507668825288,edge_004921,2328162245,1852486248,0,"[242254088, 759952989, 759952990]",node_004283,node_004487,yes,,,
2328162246,2328162245,0,223979791,motorway_link,2,,,True,,False,192.9382349361179,"LINESTRING (116.2876002 40.0708944, 116.2889047 40.0694752)",51.666666666666664,13.44343830522628,edge_004922,2328162246,2328162245,0,223979791,node_004284,node_004283,,,,
261615561,237546623,0,29235326,motorway_link,,,,True,,False,205.02810214816066,"LINESTRING (116.347451 40.0235323, 116.3469277 40.0236855, 116.3462555 40.0239118, 116.3459342 40.0241641, 116.3456396 40.0244273, 116.3454785 40.0245186)",51.666666666666664,14.285829052904099,edge_004923,261615561,237546623,0,29235326,node_004285,node_004014,,,,
124186569,7229004209,0,1146547813,trunk,,,广安路,True,G107,False,48.31558799364136,"LINESTRING (116.3058362 39.8840026, 116.3063255 39.8842213)",72.99638989169675,2.382804369300651,edge_004924,124186569,7229004209,0,1146547813,node_004286,node_002208,,,,
1361129433,1361129435,0,121649216,trunk_link,,,,True,,False,48.449691916603996,"LINESTRING (116.291542 39.9273083, 116.291359 39.9277208)",48.75,3.577823403072295,edge_004925,1361129433,1361129435,0,121649216,node_004289,node_004291,,,,
604778458,1410728758,0,240331890,trunk,4,,西三环,True,,False,29.33326432719207,"LINESTRING (116.3043595 39.8855291, 116.3043596 39.8857929)",72.99638989169675,1.4466434810621134,edge_004926,604778458,1410728758,0,240331890,node_004290,node_000264,,,,
1361129435,366532999,0,229694532,trunk,,,蓝靛厂南路,True,,False,603.6253923373276,"LINESTRING (116.291359 39.9277208, 116.2912043 39.9315984, 116.291135 39.9331466)",72.99638989169675,29.769299764529332,edge_004927,1361129435,366532999,0,229694532,node_004291,node_002195,,,,
1361129439,1346474211,0,"[1303600345, 121651219, 1066941030]",trunk,4,,"['定慧北桥', '西四环北路']",True,,False,383.7150386676228,"LINESTRING (116.2688746 39.9295599, 116.2689384 39.9287776, 116.2691227 39.9262793, 116.2691211 39.9261146)",72.99638989169675,18.92386926604122,edge_004928,1361129439,1346474211,0,"[1303600345, 121651219, 1066941030]",node_004292,node_001376,yes,,,
1361129440,1361170173,0,234438809,trunk,,,蓝靛厂南路,True,,False,152.07042217769015,"LINESTRING (116.2903631 39.9290702, 116.2904241 39.9277034)",72.99638989169675,7.499734173867093,edge_004929,1361129440,1361170173,0,234438809,node_004293,node_001156,,,,
1361129443,1361129439,0,121651134,trunk_link,,,,True,,False,65.40660477665257,"LINESTRING (116.2686581 39.9301242, 116.2688746 39.9295599)",48.75,4.830026198891266,edge_004930,1361129443,1361129439,0,121651134,node_004294,node_004292,,,,
1977839588,1977839543,0,187029995,motorway_link,,,,True,,False,178.36750736511507,"LINESTRING (116.5366271 39.909487, 116.5362154 39.9091951, 116.5359964 39.9090703, 116.5357165 39.9089317, 116.5354587 39.9088303, 116.5351326 39.9087204, 116.5348682 39.9086528)",51.666666666666664,12.428187609956407,edge_004931,1977839588,1977839543,0,187029995,node_004295,node_004279,,,,
1977839588,320642194,0,"[187030016, 187030019, 187030021]",motorway_link,,,,True,,False,762.6649195120406,"LINESTRING (116.5366271 39.909487, 116.5363952 39.9092598, 116.5361903 39.9090705, 116.5360382 39.9088863, 116.5359324 39.9087325, 116.5358487 39.9085888, 116.5357782 39.9083944, 116.5357452 39.9082085, 116.5357474 39.9079567, 116.5357782 39.9077657, 116.5358487 39.9075747, 116.5359633 39.9073668, 116.5360779 39.907213, 116.5362365 39.9070439, 116.5364179 39.9068983, 116.5365893 39.9067956, 116.5367607 39.9067023, 116.5369476 39.9066306, 116.5371564 39.9065732, 116.5373777 39.906523, 116.5376363 39.9064944, 116.5378794 39.9064944, 116.5381193 39.9065111, 116.538353 39.9065589, 116.5385836 39.9066211, 116.5390365 39.9067776, 116.5392811 39.9068638, 116.5395014 39.9069399, 116.5397703 39.9070311, 116.5400148 39.907119, 116.5406432 39.9073414, 116.5411391 39.9075035)",51.666666666666664,53.14052342406476,edge_004932,1977839588,320642194,0,"[187030016, 187030019, 187030021]",node_004295,node_002432,yes,,,
321564645,321566454,0,1501584705,motorway_link,,,,True,,False,281.45540249806845,"LINESTRING (116.6271472 39.7919277, 116.6272474 39.7918501, 116.627512 39.7916263, 116.6292581 39.7899855)",51.666666666666664,19.611086109542832,edge_004933,321564645,321566454,0,1501584705,node_004296,node_004980,,,,
604778475,604778458,0,159801017,trunk,4,,西三环,True,,False,120.39977730934726,"LINESTRING (116.3044225 39.8844474, 116.3043595 39.8855291)",72.99638989169675,5.937816910627156,edge_004934,604778475,604778458,0,159801017,node_004297,node_004290,,,,
